path,bytes,sha256
years/2026/reports/google_drive/rightnow_yogi_full_archive_report.md,2182,42018b39354af4998cd64bfee4c0ea051dedda9e578f4c7a2262ee1a7c493a14
years/2026/reports/notion/notion_shared_communication_materials_review.md,2248,33335d7c88b39b36779e9f2b347b9977a779a748d3ea08f9beaa906895684a47
years/2026/reports/obud_reviews/gemini_review_execution_log.md,2530,11272b5ad8178ae2b25095fe6c7eab73ae1f20ab9d22b965d57c96192892f27e
years/2026/reports/obud_reviews/google_vision_ocr_report.md,2097,40c1103bb262a0437b3dcc27ca96d9cff5abe6469042caf96b6ca6c131dd4ac3
years/2026/reports/obud_reviews/obud_review_ai_quality_check_report.md,1272,d66541017a4efddf8c85407aa9dfdb135d518abae795853e604d9a6d28e4ca9a
years/2026/reports/obud_reviews/obud_review_class_matching_report.md,1068,abbc1c34b4884e42fa01df891ea16a48dc51e3a241f36388a4555f7cbf90eceb
years/2026/reports/obud_reviews/obud_review_parsing_report.md,840,39ffe412fc91e71d0b5d617c62feed031467fc78608a72ab7144b6cb04035946
years/2026/reports/onstudio/onstudio_calendar_capacity_comparison_report.md,10037,b39d4addc20fa41210da1ceb623bc7e52708c536cdf970340665d45a598f7751
years/2026/reports/onstudio/onstudio_manual_supplement_2026-05-09.md,1933,6caa836a48497b05df1db3f1b69df4b57afe55650ce20a10baa14aaeb00ce844
years/2026/reports/onstudio/onstudio_preprocessing_report.md,1352,4c6f558a62cf2614f077d033eabcce57516e264e2023bbc2bbefcdb9a66d599f
years/2026/reports/onstudio/onstudio_reservation_cancel_deidentification_report.md,1784,9e18e65a84a68003d50f12181f057bd43bb47f98c56b4d47967afaebc5a4f8ad
years/2026/reports/README.md,486,e57179209c07aad0e14c454b874fe39b64e9a0801c3d9f0ed9646e86b0342fa2
years/2026/reports/setup/package-installation-log.md,2518,b632d89d348cf381bbf63b50e19cf3445eb1358f7612754ab6e42aaedbb0a65c
years/2026/reports/stakeholders/yeonhui_yoga_week_integrated_stakeholder_report.html,43752,c283744eb44c851e69905ced7bcd2f52c0fd1965a4f864703e2665a62d338038
years/2026/reports/stakeholders/yeonhui_yoga_week_integrated_stakeholder_report.md,28343,d800a2be9033bf6bccfcc1e2bd0c8064fcbcce164e04c4e2ec6186512f7643ff
years/2026/requirements.txt,408,7eb49071ebfb99ed1329dfaea22373367c2167224a3cf1b48440dd7d856eefaa
years/2026/scripts/ai_review_quality_check.py,22067,7cee97a17dfd9800c1e8560890f5763b0acbf2b5155313d04b766a8e3f647749
years/2026/scripts/build_analysis_tables.py,31514,d7c19754fc56b02fec48700bd44572e6f546b2c375b0bd0eb94cdcfd4a6ef708
years/2026/scripts/build_capacity_hype_analysis.py,14233,df16b15f277ecd05769c7a99d44c69b3976c8de16c0400870c9b2e7044bc4a8a
years/2026/scripts/build_drive_archive_analysis.py,10574,ceb4da9bc1373381de10447e1475c1dd48ff5bb9437d8d11d798fdc713161d0c
years/2026/scripts/build_fnb_sponsor_gis_analysis.py,15220,87f23b284b891b0101ebe1be477a327196f8f439dd96cb57479f6d6fc2a8ad54
years/2026/scripts/build_gis_deep_report.py,58784,cd5b38a48a4ecda5dd8dcdd4e3636c6787c63965e240db27117905f1fafc82c1
years/2026/scripts/build_gis_distance_matrix.py,11127,1df87b08f8d9eab63dbe9c3a7ba9e7be4472696c3aadcf3fe242edcf4a3facdb
years/2026/scripts/build_gis_schedule_flows.py,35570,504079b9dfd9091ec560113daf49d9dbc5923352c08e45842073046257418549
years/2026/scripts/build_gis_tables.py,25661,e9ba128e37526d336487b97c40c3edfa1d4c92883b7526f376025c8744740fa2
years/2026/scripts/build_integrated_stakeholder_report.py,43610,1e1d8242cf9c17092143e6afde7f11d82cf622deba4e0ccb61be9eeef4e3ed6b
years/2026/scripts/build_naver_blog_body_deep_features.py,17281,26c8ed75778a4873cda9fa664b1122ef50f9df373f5e70e5cc4d9eccdd853725
years/2026/scripts/build_naver_blog_body_features.py,11579,7f42119ad3de5db1ad228a8e16aad92e1daaa8f626c3f43057f61ae6b1db9601
years/2026/scripts/build_obud_google_ocr_raw_table.py,2083,370f61ace10bfd6209f1bd5cc1db27b888df2cb051c0493360bfc9bd3c7339f7
years/2026/scripts/build_obud_settlement_analysis.py,27528,be0e101ba98786799db95806faf1d381f86d3c75d6bb3b8c998c31f4dd6d4845
years/2026/scripts/build_public_duckdb.py,6890,448b8da222f9635384ac12bf3b3b0a9b1504cb850082995823091ea7fc038988
years/2026/scripts/build_viral_mentions_review_queue.py,10810,e69e828bf52fc0c38bc19f85a7355a4c54a94839b7a80da78230deab5ced9bd9
years/2026/scripts/build_viral_metrics.py,12048,314d98d61e685b6248352c1a7427935bdafd77b7976d5f6a01c59054c774db61
years/2026/scripts/collect_naver_blog_bodies.py,8428,9703e29a00029ca57871919993f4e4e7bf934190360673e88396ce480402da11
years/2026/scripts/collect_naver_blog_mentions.py,9279,77772576756fefe5e5c6cf10ea3441229fd872497a716feaf6337105cb199178
years/2026/scripts/collect_youtube_mentions.py,17946,de221a983cb5e9446ffdc67916efab6dde40990540338751b6aab93d4d7bcddf
years/2026/scripts/compare_capacity_references.py,10647,e445c5e527606c39da816a15e05fad1ebf44fa9baa32c4a0915727f0f1c528d1
years/2026/scripts/deidentify_reservation_cancel.py,9767,bf9dd4debc9c35429e6ecb0689d97da3a4be010d49968a4f6dcae70916afcb50
years/2026/scripts/extract_google_drive_program_capacity_reference.py,5838,be7be1e9c89498ae7f301a3bccc212138ffb6831eb2fca1f7b392182d800da0c
years/2026/scripts/filter_yeonhui_yoga_week_mentions.py,14028,e2ae28f1de57bd37e456f23a0d4e5ba5e824a7dadd18eed6c26d49cbfc5c33f4
years/2026/scripts/geocode_studio_locations_arcgis.py,6728,d8c469b55d16e832619e8180013d9c8869b3c528e3dc9a06a520d8de5d497c30
years/2026/scripts/match_review_classes.py,13027,056278a8e5009392313d453e29b00c11185163c01de3c677417e2daa627001dd
years/2026/scripts/ocr_obud_reviews_google_vision.py,7619,bcc76a1b577835c7778af7094d4517502e7fc459981ac4ea13cd7a0e6b7e64ba
years/2026/scripts/parse_obud_reviews.py,7513,129cb7e2069d9381282ad3e2f888d813c4519fd2097dd9d3de4529ff6fd89c6b
years/2026/scripts/parse_onstudio_calendar_capacity.py,6029,fadf35d70246386d8939bb8d7d55b257de01f7aa7e545972060ee4e0df6d6b8b
years/2026/scripts/preprocess_onstudio.py,17119,dd7d3acf6b92200538f074250957b062148f6f716124f364b761dabf364563e2
years/2026/scripts/README.md,9676,7627d867d68f0cbe77d6d8b6857e4788b95efcc78ea6269f292febf9d051df2a
years/2026/scripts/review_processing_utils.py,11140,29af8322c82ed02328e2196c7398955656aae0b3e25b549aedc7e91aa493b4b2
years/2026/scripts/validate_public_release.py,17520,7335b3bb98c2a9f19f9265101c9ce2b0ea3f481d305d1d07729843e9e0ad9556
years/README.md,492,556906b54d8ad0e54b2fb64988a64ff94050331189c4cb40d7633e1bd76aec12
